Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,AP List
Client 3,4,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,4,2.17,0.0,0.00,1.01,3.18,3,32.15,71.40,CNN 16k,Non-IID,MNIST,0.0379,0.0,0.0,0.0,1.5803,0.4416,0.3321,2.0633,client_registry|client_selector
Client 1,5,2.25,0.0,0.00,0.98,3.23,3,35.65,71.45,CNN 16k,IID,MNIST,0.1412,0.0,0.0,0.0,1.6670,0.3990,0.2656,2.2460,client_registry|client_selector
Client 3,5,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,5,2.19,0.0,0.00,1.04,3.23,3,32.20,71.35,CNN 16k,Non-IID,MNIST,0.0342,0.0,0.0,0.0,1.6670,0.3990,0.2656,2.2460,client_registry|client_selector
Client 1,6,2.25,0.0,0.00,1.07,3.32,3,31.85,71.60,CNN 16k,IID,MNIST,0.1396,0.0,0.0,0.0,1.7099,0.3898,0.2612,2.1855,client_registry|client_selector
Client 3,6,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,6,2.22,0.0,0.00,1.09,3.32,3,34.60,71.55,CNN 16k,Non-IID,MNIST,0.0344,0.0,0.0,0.0,1.7099,0.3898,0.2612,2.1855,client_registry|client_selector
Client 1,7,2.23,0.0,0.00,1.13,3.36,3,33.50,70.75,CNN 16k,IID,MNIST,0.1335,0.0,0.0,0.0,1.6138,0.3818,0.2295,2.2075,client_registry|client_selector
Client 3,7,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,7,2.25,0.0,0.00,1.11,3.36,3,31.45,70.70,CNN 16k,Non-IID,MNIST,0.0337,0.0,0.0,0.0,1.6138,0.3818,0.2295,2.2075,client_registry|client_selector
Client 1,8,2.22,0.0,0.00,1.08,3.30,3,36.00,72.35,CNN 16k,IID,MNIST,0.1318,0.0,0.0,0.0,1.5457,0.4052,0.2659,2.1350,client_registry|client_selector
Client 3,8,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,8,2.20,0.0,0.00,1.10,3.30,3,32.00,72.30,CNN 16k,Non-IID,MNIST,0.0307,0.0,0.0,0.0,1.5457,0.4052,0.2659,2.1350,client_registry|client_selector
Client 1,9,2.32,0.0,0.00,1.14,3.47,3,34.90,72.55,CNN 16k,IID,MNIST,0.1215,0.0,0.0,0.0,1.5967,0.4083,0.2665,2.2415,client_registry|client_selector
Client 3,9,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,9,2.33,0.0,0.00,1.14,3.47,3,32.05,72.25,CNN 16k,Non-IID,MNIST,0.0300,0.0,0.0,0.0,1.5967,0.4083,0.2665,2.2415,client_registry|client_selector
Client 1,10,2.19,0.0,0.00,1.13,3.32,3,31.30,71.95,CNN 16k,IID,MNIST,0.1204,0.0,0.0,0.0,1.6283,0.4597,0.3308,2.0435,client_registry|client_selector
Client 3,10,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,10,2.20,0.0,0.00,1.12,3.32,3,32.90,71.95,CNN 16k,Non-IID,MNIST,0.0284,0.0,0.0,0.0,1.6283,0.4597,0.3308,2.0435,client_registry|client_selector
Client 1,11,2.24,0.0,0.00,1.15,3.39,3,34.80,72.30,CNN 16k,IID,MNIST,0.1191,0.0,0.0,0.0,1.6275,0.4340,0.3174,2.1134,client_registry|client_selector
Client 3,11,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,11,2.26,0.0,0.00,1.13,3.39,3,30.80,72.20,CNN 16k,Non-IID,MNIST,0.0311,0.0,0.0,0.0,1.6275,0.4340,0.3174,2.1134,client_registry|client_selector
Client 1,12,2.33,0.0,0.00,1.15,3.48,3,33.00,72.25,CNN 16k,IID,MNIST,0.1206,0.0,0.0,0.0,1.6005,0.4539,0.3541,2.0235,client_registry|client_selector
Client 3,12,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,12,2.37,0.0,0.00,1.11,3.48,3,31.15,72.25,CNN 16k,Non-IID,MNIST,0.0317,0.0,0.0,0.0,1.6005,0.4539,0.3541,2.0235,client_registry|client_selector
Client 1,13,2.26,0.0,0.00,1.11,3.37,3,31.35,72.00,CNN 16k,IID,MNIST,0.1158,0.0,0.0,0.0,1.7037,0.4002,0.2732,2.1707,client_registry|client_selector
Client 3,13,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,13,2.24,0.0,0.00,1.13,3.37,3,31.40,71.95,CNN 16k,Non-IID,MNIST,0.0303,0.0,0.0,0.0,1.7037,0.4002,0.2732,2.1707,client_registry|client_selector
Client 1,14,2.24,0.0,0.00,1.29,3.52,3,32.05,72.10,CNN 16k,IID,MNIST,0.1217,0.0,0.0,0.0,1.6940,0.4187,0.3119,2.1522,client_registry|client_selector
Client 3,14,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,14,2.30,0.0,0.00,1.23,3.52,3,32.60,72.10,CNN 16k,Non-IID,MNIST,0.0308,0.0,0.0,0.0,1.6940,0.4187,0.3119,2.1522,client_registry|client_selector
Client 1,15,2.43,0.0,0.00,1.19,3.62,3,38.15,72.70,CNN 16k,IID,MNIST,0.1181,0.0,0.0,0.0,1.4816,0.4369,0.3220,2.0766,client_registry|client_selector
Client 3,15,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,15,2.49,0.0,0.00,1.13,3.62,3,35.65,72.65,CNN 16k,Non-IID,MNIST,0.0296,0.0,0.0,0.0,1.4816,0.4369,0.3220,2.0766,client_registry|client_selector
Client 1,16,2.37,0.0,0.00,1.06,3.43,3,39.10,72.50,CNN 16k,IID,MNIST,0.1139,0.0,0.0,0.0,1.5530,0.4389,0.3264,2.0310,client_registry|client_selector
Client 3,16,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,16,2.37,0.0,0.00,1.06,3.43,3,35.60,72.40,CNN 16k,Non-IID,MNIST,0.0284,0.0,0.0,0.0,1.5530,0.4389,0.3264,2.0310,client_registry|client_selector
Client 1,17,2.32,0.0,0.00,1.24,3.56,3,40.45,72.15,CNN 16k,IID,MNIST,0.1176,0.0,0.0,0.0,1.6118,0.4425,0.3360,2.0946,client_registry|client_selector
Client 3,17,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,17,2.35,0.0,0.00,1.21,3.56,3,36.50,71.95,CNN 16k,Non-IID,MNIST,0.0284,0.0,0.0,0.0,1.6118,0.4425,0.3360,2.0946,client_registry|client_selector
Client 1,18,2.25,0.0,0.00,1.19,3.44,3,34.95,72.00,CNN 16k,IID,MNIST,0.1195,0.0,0.0,0.0,1.7023,0.3870,0.2708,2.1422,client_registry|client_selector
Client 3,18,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,18,2.30,0.0,0.00,1.14,3.44,3,32.45,72.15,CNN 16k,Non-IID,MNIST,0.0306,0.0,0.0,0.0,1.7023,0.3870,0.2708,2.1422,client_registry|client_selector
Client 1,19,2.34,0.0,0.00,1.24,3.58,3,33.80,72.75,CNN 16k,IID,MNIST,0.1196,0.0,0.0,0.0,1.5615,0.4277,0.3143,2.0979,client_registry|client_selector
Client 3,19,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,19,2.40,0.0,0.00,1.18,3.58,3,37.20,72.45,CNN 16k,Non-IID,MNIST,0.0302,0.0,0.0,0.0,1.5615,0.4277,0.3143,2.0979,client_registry|client_selector
Client 1,20,2.21,0.0,0.00,1.07,3.27,3,35.20,72.70,CNN 16k,IID,MNIST,0.1196,0.0,0.0,0.0,1.5845,0.3985,0.2583,2.2686,client_registry|client_selector
Client 3,20,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,Client excluded,-
Client 2,20,2.22,0.0,0.00,1.05,3.27,3,31.70,72.80,CNN 16k,Non-IID,MNIST,0.0286,0.0,0.0,0.0,1.5845,0.3985,0.2583,2.2686,client_registry|client_selector
