Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)"
Client 3,5,32.24,0.0,0.0,18.49,,5,301,27,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 5,5,74.27,0.0,0.0,31.92,110.96,3,283,26,CNN 16k,IID,CIFAR-10,0.9,0.6803,0.594,1.1058,1.61,0.5173,0.4945,1.6976,"{ON,OFF,OFF,OFF,OFF,OFF}"
Client 1,6,78.42,0.0,0.0,15.46,,5,296,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,6,48.58,0.0,0.0,18.12,,5,230,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,6,41.69,0.0,0.0,48.28,,5,214,28,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 4,6,53.18,0.0,0.0,66.2,,1,67,36,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 5,6,96.54,0.0,0.0,33.69,136.45,3,272,27,CNN 16k,IID,CIFAR-10,0.95,0.6637,0.6107,1.1427,1.57,0.5298,0.5089,1.7922,"{OFF,OFF,OFF,OFF,OFF,ON}"
Client 1,7,71.1,0.0,0.0,15.39,,5,313,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,7,43.34,0.0,0.0,16.04,,5,248,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,7,43.3,0.0,0.0,40.7,,5,227,27,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 5,7,83.19,0.0,0.0,27.68,115.26,3,282,26,CNN 16k,IID,CIFAR-10,0.91,0.6752,0.6162,1.0734,1.55,0.5323,0.507,1.72,"{ON,OFF,OFF,OFF,OFF,ON}"
Client 1,8,73.7,0.0,0.0,15.49,,5,305,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,8,44.47,0.0,0.0,19.32,,5,243,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,8,48.61,0.0,0.0,23.48,,5,291,28,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 5,8,87.81,0.0,0.0,29.98,122.67,3,278,31,CNN 16k,IID,CIFAR-10,0.79,0.7255,0.631,0.9603,1.59,0.5327,0.5099,1.7185,"{ON,OFF,ON,OFF,OFF,ON}"
Client 1,9,80.39,0.0,0.0,15.41,,5,305,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,9,52.35,0.0,0.0,18.36,,5,250,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,9,51.74,0.0,0.0,52.71,,5,216,27,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 5,9,94.62,0.0,0.0,31.62,130.54,3,281,26,CNN 16k,IID,CIFAR-10,0.91,0.6711,0.6416,1.178,1.61,0.5529,0.5381,1.6406,"{ON,OFF,OFF,OFF,OFF,ON}"
Client 1,10,109.9,0.0,0.0,16.2,,5,278,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,10,74.67,0.0,0.0,27.85,,5,234,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,10,71.04,0.0,0.0,50.87,,5,233,28,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 4,10,76.8,0.0,0.0,46.78,,1,89,36,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 5,10,121.95,0.0,0.0,32.21,158.36,3,264,27,CNN 16k,IID,CIFAR-10,0.77,0.7313,0.6565,0.9715,1.51,0.5522,0.5303,1.6619,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Client 1,11,120.32,0.0,0.0,15.43,,5,272,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,11,83.72,0.0,0.0,30.67,,5,236,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,11,84.3,0.0,0.0,41.37,,5,246,30,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 4,11,101.47,0.0,0.0,54.1,,1,90,35,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 5,11,131.93,0.0,0.0,30.59,172.73,3,262,26,CNN 16k,IID,CIFAR-10,0.77,0.7267,0.6457,1.024,1.55,0.5365,0.5174,1.7252,"{OFF,OFF,OFF,OFF,OFF,ON}"
Client 1,12,126.33,0.0,0.0,16.02,,5,274,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,12,94.2,0.0,0.0,28.77,,5,241,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,12,86.26,0.0,0.0,77.84,,5,192,27,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 4,12,118.02,0.0,0.0,104.31,,1,85,36,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 5,12,132.53,0.0,0.0,24.86,239.32,3,261,27,CNN 16k,IID,CIFAR-10,0.74,0.7403,0.6684,0.9627,1.52,0.5548,0.5362,1.6118,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Client 1,13,110.63,0.0,0.0,15.6,,5,287,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,13,74.56,0.0,0.0,32.33,,5,252,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,13,79.45,0.0,0.0,66.83,,5,224,28,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 5,13,122.68,0.0,0.0,27.71,154.74,3,278,26,CNN 16k,IID,CIFAR-10,0.81,0.7109,0.6768,1.0098,1.45,0.5648,0.5482,1.5617,"{ON,OFF,ON,OFF,OFF,OFF}"
Client 1,14,106.85,0.0,0.0,15.98,,5,280,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,14,78.57,0.0,0.0,29.81,,5,254,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,14,84.44,0.0,0.0,30.39,,5,283,30,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 5,14,111.58,0.0,0.0,30.33,146.74,3,276,27,CNN 16k,IID,CIFAR-10,0.75,0.7329,0.663,0.9374,1.57,0.5472,0.5253,1.6472,"{ON,OFF,OFF,OFF,OFF,OFF}"
Client 1,15,118.85,0.0,0.0,17.33,,5,279,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,15,94.05,0.0,0.0,26.41,,5,254,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,15,95.35,0.0,0.0,67.84,,5,226,30,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 5,15,127.45,0.0,0.0,30.44,169.62,3,275,27,CNN 16k,IID,CIFAR-10,0.75,0.7339,0.6895,1.0529,1.41,0.5781,0.5582,1.5151,"{ON,OFF,OFF,OFF,OFF,OFF}"
Client 1,16,135.2,0.0,0.0,22.48,,5,252,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,16,124.96,0.0,0.0,25.38,,5,240,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,16,107.95,0.0,0.0,62.5,,5,227,28,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 4,16,137.39,0.0,0.0,90.2,,1,89,36,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 5,16,137.63,0.0,0.0,31.46,244.61,3,255,27,CNN 16k,IID,CIFAR-10,0.67,0.759,0.7133,0.826,1.64,0.5688,0.5551,1.5139,"{OFF,OFF,OFF,OFF,OFF,OFF}"
Client 1,17,145.95,0.0,0.0,25.68,,5,256,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,17,124.68,0.0,0.0,33.8,,5,236,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,17,125.04,0.0,0.0,63.87,,5,225,28,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 4,17,157.98,0.0,0.0,91.3,,1,95,35,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 5,17,153.69,0.0,0.0,35.12,267.52,3,256,26,CNN 16k,IID,CIFAR-10,0.74,0.7392,0.6942,0.943,1.52,0.5705,0.5524,1.4892,"{OFF,OFF,ON,OFF,OFF,OFF}"
Client 1,18,118.87,0.0,0.0,23.3,,5,271,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,18,105.23,0.0,0.0,30.13,,5,261,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,18,104.7,0.0,0.0,79.51,,5,215,28,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 5,18,118.71,0.0,0.0,29.22,190.75,3,272,27,CNN 16k,IID,CIFAR-10,0.77,0.7254,0.6958,0.9698,1.43,0.5731,0.5547,1.5028,"{ON,OFF,ON,OFF,OFF,ON}"
Client 1,19,127.94,0.0,0.0,24.56,,5,265,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,19,117.65,0.0,0.0,31.87,,5,261,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,19,125.35,0.0,0.0,33.6,,5,278,27,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 5,19,122.43,0.0,0.0,36.33,167.78,3,271,26,CNN 16k,IID,CIFAR-10,0.72,0.7465,0.7055,0.8179,1.56,0.5574,0.5451,1.5741,"{ON,OFF,OFF,OFF,OFF,OFF}"
Client 1,20,140.89,0.0,0.0,31.38,,5,246,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 2,20,141.54,0.0,0.0,27.73,,5,242,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 3,20,140.08,0.0,0.0,57.73,,5,233,30,CNN 16k,IID,CIFAR-10,,,,,,,,,
Client 4,20,167.88,0.0,0.0,170.92,,1,96,36,CNN 16k,non-IID,CIFAR-10,,,,,,,,,
Client 5,20,134.98,0.0,0.0,39.34,357.1,3,250,27,CNN 16k,IID,CIFAR-10,0.72,0.745,0.7155,0.8432,1.48,0.568,0.5529,1.5151,"{OFF,OFF,OFF,OFF,OFF,ON}"
